customer_ID,A_res,B_res,C_res,D_res,E_res,F_res,G_res
10004091,1,0,4,3,0,1,1
10004093,2,0,3,2,1,0,1
10004094,1,1,1,1,1,1,1
10004097,0,0,4,3,0,0,2
10004098,1,1,3,3,0,2,2
10004099,1,0,2,2,0,0,2
10004101,1,0,3,3,1,0,1
10004104,2,0,2,2,0,2,2
10004107,0,1,2,2,0,0,2
10004108,2,1,3,3,1,0,1
10004109,2,1,2,2,1,1,1
10004110,0,0,1,1,0,0,2
10004112,2,0,4,3,1,1,3
10004113,1,1,1,3,0,1,2
10004114,1,1,3,3,1,1,3
10004115,1,1,4,3,1,2,4
10004116,1,1,2,3,1,2,4
10004118,1,0,3,2,1,2,4
10004119,2,0,3,3,0,2,3
10004120,0,1,1,1,0,0,3
10004122,0,0,2,3,0,2,2
10004124,1,1,3,3,1,2,2
10004125,2,0,3,3,1,3,3
10004126,1,1,3,3,1,0,2
10004127,1,1,1,1,0,2,3
10004128,2,0,3,3,1,3,3
10004129,1,1,3,3,1,2,3
10004131,2,0,2,3,1,3,3
10004132,1,0,3,3,1,1,2
10004134,1,0,3,3,0,1,2
10004135,1,1,2,3,0,0,2
10004136,1,0,1,1,0,1,2
10004137,0,0,2,2,0,0,1
10004138,1,0,2,3,1,2,1
10004139,0,0,2,2,0,0,1
10004140,1,0,3,3,1,1,2
10004141,1,1,2,2,1,2,4
10004142,1,0,4,3,1,2,4
10004143,2,0,1,3,0,3,1
10004144,1,1,2,2,1,2,2
10004146,1,1,3,3,0,1,3
10004147,1,0,2,3,0,2,1
10004148,0,0,2,3,0,0,1
10004149,2,1,1,1,1,0,2
10004151,1,1,3,3,1,2,3
10004153,0,0,2,2,0,0,2
10004154,1,0,3,3,1,2,3
10004156,1,0,2,2,0,2,2
10004157,0,0,2,2,0,0,3
10004158,1,0,1,1,1,0,1
10004159,1,1,2,2,1,1,2
10004160,1,1,3,3,0,2,3
10004161,2,0,2,3,0,1,3
10004162,1,0,2,3,0,1,1
10004163,0,0,1,3,0,0,4
10004164,2,0,1,1,0,1,1
10004166,2,1,3,3,1,1,3
10004168,1,1,3,3,1,2,2
10004171,1,1,3,3,1,0,2
10004173,1,1,3,3,0,0,2
10004175,1,0,3,3,1,1,3
10004176,1,1,2,2,1,2,2
10004177,0,0,1,3,0,0,2
10004178,2,0,2,2,0,3,3
10004180,0,0,1,1,0,0,1
10004181,1,1,3,3,1,1,3
10004182,1,0,3,3,0,2,4
10004183,1,1,3,3,1,1,3
10004185,1,1,3,3,1,1,3
10004186,0,1,3,3,0,1,3
10004188,2,0,2,2,0,2,3
10004189,2,1,4,3,1,2,3
10004190,1,1,1,1,0,2,1
10004191,2,1,1,1,0,1,3
10004193,1,1,1,2,0,2,3
10004194,2,0,4,3,0,3,2
10004197,1,1,3,3,1,2,1
10004198,1,0,3,3,1,1,3
10004204,1,1,3,3,0,2,2
10004207,0,1,3,3,0,0,2
10004208,1,1,4,3,1,1,1
10004209,0,0,2,2,0,0,2
10004211,0,1,1,1,0,0,1
10004214,0,0,1,1,0,0,2
10004215,1,1,3,3,1,0,2
10004216,2,0,3,3,1,0,1
10004217,1,0,2,3,1,1,2
10004218,1,1,1,3,0,2,2
10004220,1,1,4,3,1,2,4
10004221,1,0,3,3,0,2,1
10004222,1,1,1,2,1,1,3
10004224,1,1,3,3,1,0,2
10004225,2,0,1,3,1,1,3
10004227,1,0,3,3,0,2,1
10004228,0,0,1,1,0,0,2
10004231,1,0,1,1,1,1,2
10004233,0,0,3,3,0,2,2
10004235,1,0,3,3,0,2,3
10004236,0,0,1,2,0,0,2
10004237,0,0,1,3,0,0,3
10004238,1,0,3,2,0,1,2
10004239,0,1,1,3,0,0,2
10004240,0,1,1,3,0,0,2
10004241,0,0,1,1,0,0,1
10004242,0,0,1,1,0,2,1
10004243,2,1,4,3,1,3,2
10004245,0,0,3,3,0,0,3
10004246,2,1,3,3,1,2,3
10004247,1,0,1,3,1,2,1
10004248,2,1,2,3,1,3,3
10004249,1,1,1,1,0,2,3
10004250,1,1,3,3,1,0,4
10004251,0,1,2,2,0,0,2
10004253,1,0,1,1,1,2,2
10004254,1,1,1,1,1,1,2
10004255,2,1,3,3,1,1,3
10004256,1,1,3,3,1,1,3
10004258,1,0,2,2,1,2,1
10004259,0,0,3,3,0,0,1
10004260,1,0,1,1,0,0,2
10004261,2,1,4,3,1,2,1
10004264,1,1,3,3,1,2,4
10004267,0,0,3,3,0,0,2
10004268,2,0,1,1,0,1,1
10004269,2,0,4,3,0,3,3
10004271,1,0,2,2,0,1,3
10004273,2,1,2,2,1,2,2
10004276,1,0,2,2,1,2,3
10004277,2,0,2,3,1,3,3
10004278,2,0,1,3,0,3,3
10004280,1,0,3,3,0,1,1
10004283,2,1,3,3,1,0,2
10004284,2,0,3,3,1,0,3
10004287,0,1,1,1,0,0,1
10004288,1,1,3,3,1,1,4
10004289,0,0,1,2,0,0,2
10004290,2,1,2,3,1,2,1
10004291,1,0,4,3,0,0,3
10004295,1,1,3,3,1,2,3
10004296,2,0,3,3,1,0,1
10004297,1,0,3,3,1,0,2
10004301,1,0,3,3,1,2,2
10004302,1,1,2,3,1,2,1
10004304,1,0,1,1,0,2,1
10004305,1,1,1,1,1,2,1
10004306,1,1,4,3,1,2,3
10004312,2,0,3,3,1,1,3
10004314,1,0,3,3,1,1,2
10004316,1,0,4,3,1,1,3
10004322,2,1,1,3,1,3,1
10004323,1,1,3,3,1,2,2
10004324,0,0,3,3,0,0,2
10004325,0,0,3,3,0,0,1
10004326,1,0,3,3,0,2,3
10004327,1,1,2,2,1,1,4
10004328,1,0,1,2,1,2,2
10004329,0,1,4,3,0,0,2
10004330,1,0,3,3,0,1,2
10004332,2,1,3,3,0,2,3
10004334,0,0,2,3,0,0,1
10004335,0,0,2,2,0,0,2
10004339,0,1,3,3,0,0,2
10004342,1,1,3,2,0,2,4
10004343,1,1,1,2,0,1,2
10004344,2,1,4,3,1,0,2
10004345,0,0,1,2,0,0,1
10004346,0,0,1,3,0,0,3
10004348,0,0,1,3,0,0,3
10004349,0,0,4,3,0,0,3
10004350,0,1,2,2,0,2,3
10004352,0,0,3,2,0,0,1
10004353,0,0,1,2,0,0,2
10004355,0,0,1,1,0,0,3
10004356,2,1,4,3,1,0,2
10004357,1,1,4,3,0,1,3
10004360,1,1,3,3,0,2,1
10004361,1,0,2,3,1,1,3
10004362,0,0,1,2,0,0,2
10004363,1,0,1,1,1,0,1
10004367,0,0,1,1,0,1,2
10004369,1,0,1,3,0,2,1
10004370,0,0,1,1,0,0,2
10004371,1,1,3,3,1,1,4
10004373,1,1,3,3,1,0,2
10004375,1,0,3,3,0,1,3
10004378,0,0,4,3,0,0,3
10004379,1,1,1,1,1,1,2
10004383,1,0,2,2,0,2,2
10004384,1,0,3,3,0,2,2
10004385,1,1,4,3,1,1,4
10004386,1,1,1,2,0,2,2
10004387,1,1,3,3,1,1,2
10004388,1,0,3,3,0,0,2
10004389,1,0,2,3,0,1,1
10004390,0,0,1,3,0,0,2
10004391,1,1,4,3,1,1,3
10004392,1,0,4,3,1,1,4
10004394,1,1,3,3,1,2,3
10004395,1,1,2,2,0,2,1
10004396,1,1,1,2,0,2,2
10004397,1,1,3,3,1,1,3
10004398,0,0,1,3,0,0,1
10004403,1,1,3,3,1,0,2
10004405,1,1,3,3,1,2,3
10004406,1,0,1,3,1,1,3
10004408,1,0,2,3,0,2,3
10004409,2,0,2,2,0,3,2
10004411,0,0,4,3,0,0,3
10004414,1,0,4,3,0,2,3
10004416,1,0,2,2,1,2,3
10004419,1,1,3,2,1,2,3
10004423,2,0,2,2,1,0,1
10004424,1,1,1,2,0,2,3
10004425,1,0,3,3,1,1,2
10004427,1,1,3,3,1,1,3
10004429,1,1,2,3,1,1,3
10004430,2,0,1,2,0,3,1
10004434,1,1,3,3,1,1,3
10004436,1,0,1,2,0,2,4
10004438,1,0,1,3,0,1,3
10004439,1,1,1,2,1,2,1
10004440,2,1,1,1,1,2,3
10004441,1,1,4,3,1,2,3
10004452,1,0,3,3,0,1,2
10004454,1,1,3,3,0,2,4
10004456,1,0,3,3,0,2,2
10004458,0,0,1,3,0,0,3
10004460,2,0,2,2,0,3,2
10004461,1,0,1,2,0,2,1
10004463,1,0,4,3,1,1,2
10004466,1,1,2,2,1,2,3
10004468,0,0,3,2,0,0,3
10004469,0,0,3,3,0,0,1
10004470,1,0,3,3,1,1,2
10004471,1,0,3,3,0,2,2
10004472,0,0,1,1,0,0,1
10004474,1,1,1,1,1,2,1
10004475,1,1,1,1,1,2,1
10004476,2,1,1,3,1,0,1
10004478,0,0,2,3,0,0,2
10004479,1,1,1,1,1,2,2
10004481,0,0,3,3,0,0,2
10004482,1,1,1,3,1,2,3
10004484,1,1,1,3,1,2,1
10004485,1,1,3,2,1,2,1
10004486,1,0,3,3,1,0,2
10004487,0,0,3,3,0,1,2
10004488,1,1,3,3,0,1,3
10004490,1,0,1,1,1,2,1
10004492,0,0,1,2,0,0,2
10004495,2,0,3,2,0,3,1
10004498,1,0,3,3,0,1,2
10004499,1,0,2,2,0,2,1
10004504,1,0,1,3,0,2,3
10004505,2,1,3,3,1,3,3
10004507,0,0,3,3,0,0,2
10004508,2,1,3,3,1,2,1
10004509,0,0,1,1,0,1,2
10004512,0,0,4,3,0,0,1
10004513,0,0,1,2,0,0,1
10004514,2,0,1,3,0,3,3
10004518,1,0,3,3,1,1,2
10004522,1,1,3,2,0,2,2
10004523,1,0,3,3,1,2,2
10004524,1,1,3,3,1,0,1
10004525,1,1,1,3,1,1,4
10004526,0,0,3,3,0,0,2
10004527,1,1,3,3,1,2,3
10004528,1,1,3,2,1,0,2
10004530,2,1,1,2,0,3,2
10004531,1,0,2,2,0,2,2
10004532,1,0,1,2,0,2,3
10004533,1,1,3,3,1,2,3
10004534,1,1,2,3,1,1,1
10004537,1,1,2,3,1,2,3
10004538,2,1,1,3,0,0,2
10004539,1,0,2,3,1,1,3
10004541,2,0,1,3,0,3,2
10004542,1,0,3,3,0,2,2
10004545,1,0,3,3,1,1,4
10004546,1,1,3,3,1,1,4
10004547,1,0,4,3,0,1,2
10004551,1,1,1,1,1,1,3
10004552,1,0,2,3,0,2,3
10004554,0,0,1,2,0,0,1
10004555,1,1,1,1,1,1,2
10004557,1,1,3,3,1,1,4
10004558,0,0,1,2,0,0,3
10004559,1,1,3,2,1,2,2
10004560,1,1,2,2,1,1,1
10004567,0,0,1,1,0,0,1
10004568,1,1,3,2,0,2,3
10004569,1,0,1,2,0,2,2
10004573,2,0,2,3,0,2,3
10004574,1,1,2,2,0,2,1
10004575,0,1,2,2,0,0,2
10004578,2,1,3,3,1,1,4
10004580,2,1,1,1,0,0,1
10004582,0,0,4,3,0,0,2
10004583,1,1,1,2,0,2,3
10004584,1,0,3,3,1,0,4
10004587,1,1,1,1,1,2,2
10004588,0,0,3,3,0,0,2
10004590,1,1,3,3,1,0,1
10004593,1,0,3,3,1,2,4
10004594,1,1,3,3,1,0,1
10004595,1,0,2,1,0,1,2
10004597,1,1,3,3,1,2,3
10004598,0,0,1,1,0,0,2
10004599,1,1,1,3,1,2,2
10004600,1,1,2,3,1,2,3
10004601,1,0,3,3,1,1,2
10004602,0,0,4,3,0,0,3
10004603,1,1,3,3,1,0,3
10004604,0,0,2,2,0,0,2
10004605,1,0,3,3,1,2,3
10004606,0,1,1,2,0,0,2
10004608,1,1,1,1,1,1,1
10004611,1,1,1,3,1,2,3
10004612,1,0,3,2,1,1,1
10004613,1,0,1,3,0,1,1
10004614,1,0,1,3,1,0,1
10004615,1,0,2,2,0,1,2
10004619,2,0,2,2,1,0,3
10004625,0,0,2,2,0,0,1
10004627,1,1,2,3,1,2,1
10004628,0,0,3,2,0,2,2
10004630,1,0,4,3,1,2,3
10004633,1,0,3,3,0,1,3
10004634,0,0,1,2,0,0,2
10004635,1,0,2,2,0,2,2
10004639,0,1,2,2,0,0,3
10004640,1,1,3,3,1,2,2
10004641,1,1,3,3,1,0,2
10004642,1,1,3,3,0,2,3
10004644,1,0,3,3,0,1,4
10004646,1,0,1,3,1,2,3
10004648,2,1,3,3,1,1,3
10004649,2,0,3,3,1,3,3
10004651,1,1,1,1,1,2,1
10004652,0,0,3,3,0,0,2
10004653,1,0,2,3,0,2,3
10004654,1,1,3,3,0,2,3
10004655,0,0,1,2,0,2,3
10004656,1,0,1,3,0,1,2
10004660,1,0,3,3,0,0,2
10004661,1,0,2,3,0,2,2
10004662,1,0,3,3,0,0,1
10004664,1,1,3,3,1,2,3
10004665,0,0,1,1,0,0,2
10004666,2,0,3,2,0,2,1
10004667,2,1,2,2,1,3,3
10004668,1,1,3,3,1,0,2
10004669,1,0,2,2,0,1,2
10004671,0,0,2,3,0,2,3
10004672,2,1,1,3,1,3,1
10004674,1,0,3,3,0,2,3
10004677,1,1,2,2,0,1,2
10004678,2,0,3,2,0,1,2
10004679,0,0,3,3,0,0,1
10004681,1,0,1,2,0,2,1
10004682,0,0,3,3,0,0,1
10004683,1,1,3,3,0,1,2
10004685,1,1,3,3,1,2,3
10004687,0,0,3,3,0,0,2
10004688,1,1,3,3,1,1,3
10004690,2,1,3,3,1,1,3
10004694,1,0,1,1,0,2,2
10004695,0,1,1,1,0,0,2
10004698,1,0,4,3,1,1,2
10004699,0,0,1,1,0,0,1
10004701,1,1,3,3,1,2,2
10004704,1,0,4,3,1,1,1
10004707,1,1,1,1,0,2,3
10004709,1,1,4,3,1,2,1
10004710,0,1,3,2,0,0,3
10004711,0,0,4,3,0,2,1
10004713,1,0,2,3,1,1,4
10004716,1,1,3,3,1,1,4
10004721,1,1,1,1,0,1,2
10004722,1,1,1,3,1,2,3
10004725,1,0,3,2,0,0,1
10004727,1,0,3,3,0,2,3
10004728,1,1,3,3,1,2,4
10004729,2,1,2,2,0,2,2
10004730,0,0,3,3,0,0,2
10004731,1,1,1,1,1,2,2
10004733,2,1,3,3,0,3,1
10004734,0,1,3,3,0,0,2
10004735,1,0,3,3,0,1,1
10004736,1,1,2,3,0,1,3
10004740,0,0,3,3,0,2,3
10004741,0,1,2,3,0,0,4
10004742,0,0,1,1,0,0,3
10004743,0,0,3,3,0,0,1
10004744,1,1,4,3,1,2,3
10004745,0,0,3,3,0,0,2
10004746,1,1,3,3,1,1,1
10004747,2,1,3,3,1,1,3
10004748,1,1,1,3,1,1,3
10004749,2,1,3,3,0,2,3
10004750,1,1,1,1,1,2,1
10004751,0,1,1,3,0,0,3
10004752,0,0,1,1,0,0,2
10004753,1,0,3,3,0,1,3
10004754,2,0,3,3,0,3,1
10004756,2,1,1,2,1,1,3
10004757,1,1,3,3,0,2,2
10004758,1,0,1,2,0,2,2
10004760,1,0,3,3,0,2,3
10004763,1,1,4,3,0,1,2
10004764,1,1,1,2,1,2,3
10004765,0,1,1,2,0,0,2
10004766,2,1,1,3,1,3,1
10004768,1,1,4,3,1,1,1
10004770,0,1,2,2,0,0,1
10004772,1,1,3,3,0,1,3
10004774,1,0,4,3,0,1,2
10004776,2,1,3,3,1,0,4
10004777,1,0,3,3,0,0,2
10004779,1,1,3,3,0,2,1
10004781,1,0,3,3,0,1,2
10004784,0,0,1,1,0,0,2
10004786,0,1,3,3,0,0,2
10004787,0,0,2,3,0,1,2
10004790,1,1,3,3,0,2,1
10004791,1,1,3,3,1,1,3
10004793,1,1,2,3,1,1,2
10004794,0,0,2,2,0,0,2
10004795,1,0,2,3,1,1,3
10004800,1,1,2,2,0,1,1
10004801,0,1,1,2,0,0,2
10004803,1,0,1,1,0,1,1
10004806,1,1,3,3,1,1,2
10004807,1,1,3,3,1,2,2
10004808,1,0,1,2,0,0,2
10004809,1,1,3,3,1,2,2
10004810,2,0,3,3,1,0,3
10004811,1,1,2,2,1,1,2
10004813,1,1,2,2,1,1,3
10004814,0,0,1,2,0,0,1
10004815,1,1,2,3,1,1,3
10004816,0,0,4,3,0,0,2
10004818,0,1,3,3,1,1,2
10004819,1,1,1,1,1,2,1
10004821,1,0,3,3,1,1,1
10004823,1,1,2,2,1,1,3
10004824,0,0,1,1,0,0,1
10004825,1,1,2,3,1,2,3
10004828,2,0,2,3,0,3,2
10004829,1,1,3,3,1,1,3
10004830,1,0,1,3,1,2,3
10004831,1,1,1,1,0,2,2
10004837,2,0,1,1,0,3,1
10004838,1,1,2,2,0,2,2
10004840,1,0,3,3,0,1,3
10004842,2,1,3,3,1,3,2
10004844,1,1,4,3,1,0,2
10004846,1,0,3,3,0,2,1
10004847,2,1,3,3,1,3,3
10004850,1,0,3,3,1,1,2
10004851,0,0,1,1,0,0,2
10004852,0,0,3,3,0,0,1
10004856,0,0,2,2,0,0,1
10004858,0,0,3,2,0,0,4
10004859,1,0,3,3,0,2,3
10004861,1,0,3,3,1,2,1
10004863,0,1,2,3,0,0,2
10004864,1,0,2,3,0,0,2
10004865,1,1,3,3,1,2,1
10004866,1,1,4,3,1,1,3
10004867,1,0,1,2,0,2,2
10004868,1,0,3,3,0,2,3
10004871,0,0,3,3,0,0,3
10004873,1,0,3,3,0,2,2
10004876,0,0,4,3,0,2,2
10004877,1,1,2,2,1,2,4
10004880,1,1,1,3,1,2,3
10004881,0,0,1,3,0,0,3
10004882,2,0,3,3,0,2,2
10004883,1,1,3,3,1,2,3
10004884,2,0,2,3,0,2,3
10004890,1,1,1,3,1,2,3
10004893,1,0,3,3,1,0,1
10004894,0,0,3,3,0,0,2
10004896,0,0,2,3,0,3,3
10004898,0,0,1,1,0,0,3
10004899,1,0,2,2,1,2,4
10004900,0,1,2,2,0,0,3
10004902,1,0,3,3,0,2,2
10004903,2,1,3,2,0,0,2
10004904,0,0,1,1,0,0,2
10004905,1,1,3,3,1,2,3
10004906,0,0,2,3,0,0,3
10004909,1,1,4,3,1,0,4
10004910,1,0,2,3,1,1,4
10004911,1,0,3,2,0,0,3
10004914,0,0,2,2,0,0,1
10004916,1,0,3,3,1,0,1
10004918,2,0,2,3,1,3,3
10004919,1,1,3,2,0,2,3
10004922,0,1,3,3,0,0,3
10004923,1,1,2,2,1,1,3
10004924,0,1,1,2,0,0,2
10004925,1,0,3,3,1,2,2
10004926,1,1,3,3,1,1,3
10004927,1,1,1,1,0,2,2
10004928,1,1,2,2,0,2,1
10004932,0,0,1,2,0,0,2
10004938,1,0,2,2,1,1,2
10004939,1,1,3,3,1,1,1
10004943,1,0,1,1,1,2,1
10004944,1,0,3,3,0,0,3
10004945,1,0,2,2,0,2,2
10004946,0,0,1,3,0,0,2
10004947,2,1,1,3,0,3,1
10004948,1,0,3,3,1,2,1
10004949,0,0,1,3,0,0,1
10004950,2,0,3,3,0,0,1
10004955,1,1,1,1,1,2,1
10004956,2,1,1,1,1,3,1
10004957,1,1,3,3,1,1,2
10004960,1,0,3,3,1,2,2
10004961,1,1,4,3,1,0,3
10004963,1,0,3,2,0,2,2
10004964,1,0,1,3,1,2,1
10004965,1,0,3,3,0,2,1
10004967,2,1,1,3,1,3,2
10004969,1,1,2,1,1,2,1
10004970,2,1,2,3,1,1,3
10004972,1,1,3,3,1,2,3
10004973,0,0,3,3,0,0,4
10004974,0,1,3,3,0,0,2
10004976,1,1,1,2,0,2,3
10004977,2,0,3,3,0,2,3
10004978,1,1,3,3,1,1,4
10004979,1,0,3,3,0,2,3
10004981,1,1,4,3,1,0,4
10004983,0,1,1,1,0,0,3
10004984,1,1,1,1,0,2,2
10004985,1,1,3,3,1,1,2
10004986,1,1,3,3,1,2,3
10004988,0,0,1,3,0,0,1
10004989,2,0,1,3,1,0,2
10004990,0,0,2,3,0,0,3
10004991,1,0,3,3,0,2,1
10004992,1,1,3,3,1,0,1
10004994,0,0,2,2,0,0,3
10004995,1,1,1,2,0,1,3
10004996,2,1,1,1,0,1,4
10004997,1,1,2,3,0,2,2
10004999,1,0,4,3,0,2,3
10005000,1,1,1,2,1,2,2
10005001,1,1,3,2,1,2,3
10005002,1,1,2,3,0,2,2
10005004,1,0,2,2,0,1,3
10005005,1,1,3,3,0,2,4
10005006,1,1,3,2,1,0,2
10005007,0,0,1,1,0,0,1
10005009,1,0,3,3,0,2,2
10005011,1,1,3,2,1,2,2
10005013,1,0,3,3,1,1,3
10005014,1,1,3,3,1,2,3
10005016,0,1,1,2,0,0,3
10005019,1,0,1,1,0,2,1
10005021,2,0,3,3,0,3,3
10005022,1,1,1,1,1,2,1
10005023,1,0,1,3,1,2,3
10005024,2,1,3,2,1,0,2
10005025,1,1,3,3,1,2,3
10005027,1,0,3,3,1,1,1
10005030,1,1,1,1,1,2,2
10005031,2,1,4,3,1,1,2
10005034,1,1,3,3,1,1,4
10005035,2,1,2,2,1,3,1
10005036,0,0,1,2,0,0,1
10005037,1,1,4,3,1,2,4
10005038,1,0,3,3,1,1,4
10005039,1,0,1,1,0,2,2
10005040,1,0,2,2,0,2,2
10005041,1,0,4,3,0,0,2
10005042,1,0,2,3,0,1,3
10005044,2,0,2,2,0,1,2
10005045,0,0,3,3,0,0,2
10005046,1,0,2,2,1,1,1
10005047,2,1,4,2,1,2,1
10005048,0,1,1,3,0,0,2
10005049,1,1,4,3,1,2,3
10005050,1,1,1,1,1,2,2
10005051,1,1,4,3,1,0,4
10005052,0,0,2,2,0,0,1
10005053,0,0,2,2,0,1,2
10005054,1,0,2,3,1,1,3
10005055,1,0,1,3,0,2,1
10005056,1,1,2,3,1,0,2
10005057,1,0,2,2,1,1,2
10005059,2,1,4,3,1,3,2
10005060,1,1,2,3,0,2,2
10005061,1,1,3,3,1,1,3
10005063,1,1,3,3,1,2,4
10005066,1,0,1,1,0,2,2
10005067,1,0,3,3,1,2,3
10005068,1,0,3,3,0,1,3
10005069,0,0,1,1,0,0,1
10005071,0,0,1,1,0,0,2
10005073,0,1,1,1,0,0,3
10005074,2,0,1,1,0,3,2
10005075,1,1,3,3,1,0,2
10005076,1,0,1,1,1,0,1
10005077,1,1,4,3,1,1,3
10005078,2,0,3,2,1,2,2
10005079,0,1,2,2,0,1,2
10005080,1,1,3,3,0,2,3
10005082,0,0,1,2,0,0,1
10005084,1,1,1,1,0,2,4
10005086,1,1,3,3,1,2,2
10005087,1,0,3,3,1,2,2
10005089,0,1,2,2,0,0,1
10005091,1,0,3,3,0,1,2
10005094,0,0,2,2,0,0,3
10005098,2,1,3,3,1,0,2
10005100,1,1,2,2,0,2,2
10005105,1,0,3,3,0,2,4
10005106,2,0,2,2,1,2,2
10005109,1,1,3,3,1,2,4
10005110,1,0,3,3,1,1,3
10005111,1,1,3,3,1,0,2
10005114,1,1,1,1,1,2,2
10005117,0,0,1,1,0,0,2
10005118,0,1,1,1,0,0,2
10005121,0,0,1,1,0,0,2
10005122,1,0,2,2,0,0,2
10005124,1,1,3,3,0,2,2
10005127,1,0,1,1,0,2,1
10005129,1,1,2,2,0,2,3
10005131,0,0,1,1,0,0,2
10005134,1,0,2,3,0,2,2
10005135,1,0,1,1,1,2,1
10005136,0,1,3,3,0,2,2
10005137,0,1,1,2,0,0,1
10005138,2,1,3,3,1,2,1
10005139,1,0,3,3,1,0,4
10005140,1,1,2,1,1,2,1
10005141,1,1,3,3,1,1,3
10005142,1,1,3,3,1,0,2
10005143,1,1,4,3,1,0,3
10005144,1,0,3,3,1,1,3
10005145,2,1,1,3,1,3,2
10005146,1,0,4,3,0,2,1
10005147,0,0,2,3,0,0,2
10005148,1,0,4,3,1,0,3
10005150,1,1,2,3,0,2,4
10005151,2,1,3,3,1,0,3
10005152,1,1,3,3,1,2,3
10005153,0,0,3,3,0,1,3
10005154,0,0,3,3,0,0,3
10005155,1,1,2,3,1,2,1
10005156,1,1,1,3,1,0,2
10005157,1,0,2,3,0,1,3
10005160,1,1,3,3,1,0,2
10005161,2,1,3,3,1,2,1
10005162,1,1,4,3,1,1,3
10005164,1,1,3,3,1,0,3
10005167,1,0,2,3,0,1,3
10005168,0,0,2,3,0,0,2
10005170,1,0,1,3,1,0,1
10005171,1,0,2,3,0,1,3
10005173,1,0,3,3,1,0,2
10005174,0,0,3,3,1,1,3
10005175,2,1,1,3,0,3,3
10005176,1,1,2,3,1,1,3
10005177,1,1,3,2,0,2,2
10005178,2,0,1,3,0,1,3
10005179,2,1,2,2,1,2,1
10005182,2,1,1,1,1,3,3
10005183,1,0,3,3,1,2,2
10005184,2,1,2,3,0,2,2
10005185,1,1,2,2,1,1,2
10005187,0,0,1,1,0,0,2
10005189,1,0,2,2,0,1,2
10005191,1,1,3,3,1,1,3
10005192,1,1,2,3,1,1,2
10005193,1,1,1,1,1,2,2
10005196,1,0,2,3,1,2,2
10005197,0,1,1,3,0,0,2
10005199,1,1,1,2,0,2,2
10005200,1,1,1,3,1,1,3
10005201,1,1,3,3,1,2,3
10005202,0,0,1,2,0,0,1
10005203,0,0,1,2,0,0,3
10005204,2,1,2,3,1,2,3
10005205,1,1,2,3,0,2,1
10005206,1,0,3,3,0,2,4
10005207,1,0,1,1,0,2,2
10005208,1,1,2,2,1,2,1
10005209,1,0,1,3,1,1,3
10005210,1,0,3,3,0,2,1
10005211,1,0,1,2,1,2,1
10005212,1,1,4,3,1,2,3
10005213,1,1,3,3,1,0,4
10005214,1,1,3,3,1,1,1
10005215,1,1,3,3,1,2,2
10005216,0,0,2,2,0,1,1
10005217,0,0,1,1,0,0,2
10005218,1,1,3,3,1,2,3
10005219,1,0,4,3,0,2,2
10005220,2,1,2,3,1,2,3
10005221,1,1,3,3,0,2,3
10005222,0,1,2,2,0,2,2
10005223,1,0,4,3,0,2,2
10005225,0,0,1,1,0,0,2
10005226,1,1,3,3,1,0,2
10005227,1,1,2,2,1,2,3
10005229,1,0,1,2,0,2,1
10005231,0,0,1,1,0,0,2
10005232,1,1,2,3,1,0,3
10005233,1,0,1,1,0,2,2
10005235,1,0,1,3,0,2,2
10005237,1,1,4,3,0,2,3
10005238,0,1,3,3,0,0,2
10005239,1,0,3,3,0,0,2
10005240,1,1,2,3,0,2,2
10005241,2,1,3,3,1,2,4
10005242,2,0,3,3,0,1,3
10005245,1,0,1,1,0,1,2
10005246,1,0,1,2,1,2,2
10005247,2,1,2,3,1,0,2
10005248,0,1,1,1,0,0,2
10005249,1,1,4,3,1,1,2
10005252,1,0,1,1,0,2,2
10005254,0,0,3,2,0,0,2
10005255,1,0,1,1,1,2,1
10005257,0,1,1,3,0,0,1
10005258,1,0,3,3,1,1,3
10005260,1,0,2,2,1,1,4
10005261,1,1,1,3,0,2,3
10005262,0,0,4,3,0,0,2
10005263,2,0,1,3,0,3,2
10005264,1,1,3,3,1,0,3
10005265,0,1,2,2,0,0,2
10005267,1,1,1,3,0,1,1
10005270,0,0,1,2,0,0,2
10005271,1,1,2,3,1,2,2
10005273,1,1,3,3,1,2,3
10005274,2,1,3,3,0,2,1
10005276,0,0,1,3,0,0,3
10005277,1,1,1,3,1,2,4
10005278,1,1,2,3,0,0,3
10005279,1,0,2,3,0,0,3
10005281,2,0,3,3,0,2,3
10005282,1,0,1,1,0,2,4
10005283,1,1,3,3,1,1,2
10005288,0,0,3,3,0,0,3
10005289,1,0,1,2,0,2,3
10005290,1,1,3,3,1,2,3
10005291,2,1,4,3,1,1,2
10005292,1,1,4,3,1,2,3
10005293,2,0,3,2,0,2,3
10005296,0,0,2,3,0,0,2
10005297,1,0,3,3,0,1,1
10005298,1,0,3,3,0,1,2
10005299,1,0,4,3,0,2,1
10005302,0,1,1,2,0,0,3
10005304,1,1,1,3,1,0,1
10005306,1,1,3,3,0,2,3
10005307,0,0,2,3,0,0,2
10005308,1,1,1,3,1,2,1
10005309,2,1,3,3,1,2,1
10005313,1,0,4,3,1,2,3
10005314,0,0,1,1,0,0,2
10005315,1,1,2,3,1,2,3
10005316,2,1,3,2,1,0,2
10005319,0,1,3,3,0,0,2
10005320,2,1,3,3,1,2,4
10005321,1,1,2,2,1,2,2
