customer_ID,day,group_size,homeowner,car_age,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,cost,car_vv,A,B,C,D,E,F,G,A_last,B_last,C_last,D_last,E_last,F_last,G_last,A_num,B_num,C_num,D_num,E_num,F_num,G_num,A_cheap,B_cheap,C_cheap,D_cheap,E_cheap,F_cheap,G_cheap,A_res,B_res,C_res,D_res,E_res,F_res,G_res
10001836,1,2.0,1.0,17.0,3.0,62.0,47.0,1.0,4.0,8.0,594.2,4.0,0.2,0.0,3.8,3.0,0.0,0.4,3.4,0,0,4,3,0,0,4,2,1,2,1,1,2,2,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0,0,4,3,0,0,3
10001837,2,1.0,0.0,18.0,3.0,22.0,22.0,0.0,4.0,4.0,628.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0,0,3,3,0,0,2,1,1,2,2,1,1,2,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0,1,3,3,0,0,2
10001838,0,1.0,1.0,10.0,1.0,42.0,42.0,0.0,1.0,4.0,650.1428571428571,5.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1,0,1,1,0,1,3,1,1,1,1,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1,0,1,1,0,1,3
10001839,0,1.0,0.0,12.0,,50.0,50.0,0.0,2.0,2.0,583.2857142857143,5.0,0.2857142857142857,0.0,2.142857142857143,3.0,0.0,0.2857142857142857,2.2857142857142856,0,0,2,3,0,0,2,2,1,2,1,1,2,2,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0,0,2,3,0,0,2
10001840,2,1.0,0.0,1.0,3.0,24.0,24.0,0.0,3.0,7.0,686.8333333333334,5.0,1.3333333333333333,0.8333333333333334,3.0,3.0,0.8333333333333334,0.0,2.0,2,1,3,3,1,0,2,3,2,1,1,2,1,1,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2,1,3,3,1,0,2
10001842,0,1.0,1.0,7.0,2.0,52.0,52.0,0.0,3.0,1.0,588.6666666666666,5.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,1,1,3,3,0,2,2,1,1,1,1,1,1,1,1.0,1.0,3.0,3.0,0.0,2.0,2.0,1,1,3,3,0,2,2
10001845,2,1.0,0.0,4.75,1.0,26.0,26.0,0.0,4.0,3.0,616.375,4.0,1.375,0.0,3.0,3.0,0.875,1.875,2.0,1,0,3,3,1,2,2,2,1,1,1,2,2,1,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1,0,3,3,1,2,2
10001846,4,1.0,0.0,6.0,4.0,25.0,25.0,0.0,3.0,11.0,634.0,4.0,1.0,0.0,3.0,3.0,0.25,1.0,1.0,1,0,3,3,0,1,1,1,1,1,1,2,1,1,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1,0,3,3,0,1,1
10001847,0,1.0,1.0,2.0,1.0,41.0,41.0,0.0,3.0,6.0,642.4444444444445,7.0,1.0,0.8888888888888888,3.888888888888889,3.0,0.8888888888888888,2.0,3.4444444444444446,1,1,4,3,1,2,4,1,2,2,1,2,1,2,1.0,0.6666666666666666,3.6666666666666665,3.0,0.6666666666666666,2.0,3.3333333333333335,1,1,4,3,1,2,4
10001850,1,1.0,0.0,8.0,,64.0,64.0,0.0,2.0,15.0,610.6,5.0,1.0,0.0,2.0,2.8,0.0,1.0,2.6,1,0,2,3,0,1,2,1,1,1,2,1,1,2,1.0,0.0,2.0,2.5,0.0,1.0,3.0,1,0,2,3,0,1,3
10001851,0,1.0,1.0,6.0,,75.0,75.0,0.0,3.0,4.0,595.0,5.0,1.25,0.0,1.0,2.0,0.0,2.0,1.25,2,0,1,3,0,3,1,3,1,1,2,1,3,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,0,1,3,0,3,1
10001853,4,1.0,1.0,19.0,2.0,75.0,75.0,0.0,1.0,12.0,605.25,7.0,0.5,0.0,1.25,1.5,0.0,0.75,1.25,0,0,1,1,0,0,2,2,1,2,2,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,1,1,3,0,0,2
10001854,4,2.0,0.0,4.0,,64.0,63.0,1.0,3.0,15.0,661.3333333333334,5.0,1.0,1.0,3.0,3.0,0.0,1.0,3.5555555555555554,1,1,3,3,0,1,4,1,1,1,1,1,1,2,1.0,1.0,3.0,3.0,0.0,1.0,2.0,1,1,3,3,0,1,4
10001855,2,2.0,1.0,20.0,2.0,75.0,75.0,1.0,2.0,15.0,601.0,5.0,0.0,1.0,2.0,1.5,1.0,2.0,3.0,0,1,2,2,1,2,3,1,1,1,2,1,1,1,0.0,1.0,2.0,1.5,1.0,2.0,3.0,0,1,2,2,1,2,3
10001856,3,1.0,0.6666666666666666,10.0,,29.0,29.0,0.0,1.0,2.0,648.0,4.0,0.8333333333333334,0.0,1.0,2.0,0.0,1.6666666666666667,2.0,1,0,1,2,0,2,2,2,1,1,1,1,2,1,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1,0,1,2,0,2,2
10001857,4,1.0,0.0,10.0,1.0,75.0,75.0,1.0,4.0,3.0,628.4285714285714,5.0,0.0,0.0,3.5714285714285716,2.7142857142857144,0.0,1.7142857142857142,2.2857142857142856,0,0,4,3,0,2,2,1,1,2,2,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0,0,4,3,0,2,2
10001858,2,1.0,1.0,14.0,,70.0,70.0,0.0,2.0,15.0,622.25,5.0,1.0,0.5,2.5,2.5,0.25,2.0,3.25,1,0,2,2,0,2,3,1,2,2,2,2,1,3,1.0,0.5,2.5,2.5,0.0,2.0,3.0,1,0,2,2,0,2,3
10001859,3,1.0,1.0,1.0,4.0,32.0,32.0,0.0,2.0,2.0,622.5,5.0,1.0,0.0,2.6666666666666665,2.0,1.0,1.0,2.6666666666666665,1,0,3,2,1,1,3,1,1,2,1,1,1,2,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1,0,3,2,1,1,3
10001860,4,1.0,0.0,13.0,,25.0,25.0,0.0,3.0,4.0,598.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,1.875,0,1,3,3,0,0,2,1,1,1,1,1,1,2,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0,1,3,3,0,0,2
10001862,1,1.0,0.0,1.0,,22.0,22.0,0.0,3.0,3.0,682.75,4.0,1.75,0.0,2.75,1.875,0.0,1.75,1.0,2,0,3,2,0,2,1,2,1,2,2,1,2,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,0,3,2,0,2,1
10001864,4,2.0,1.0,3.0,1.0,58.0,57.0,1.0,3.0,15.0,684.875,6.0,1.0,1.0,3.0,3.0,1.0,0.0,2.75,1,1,3,3,1,0,3,1,1,1,1,1,1,2,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1,1,3,3,1,0,3
10001866,1,1.0,0.0,1.0,,30.0,30.0,0.0,1.0,4.0,655.6,6.0,1.0,0.4,1.0,2.4,0.4,2.0,1.0,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1,1,1,2,1,2,1
10001868,4,1.0,0.0,6.0,,32.0,32.0,0.0,1.0,1.0,675.4285714285714,6.0,1.7142857142857142,0.0,1.5714285714285714,3.0,0.0,0.0,1.0,2,0,1,3,0,0,1,2,1,2,1,1,1,1,2.0,0.0,1.0,3.0,0.0,0.0,1.0,2,0,1,3,0,0,1
10001870,0,2.0,1.0,10.0,3.0,40.0,37.0,1.0,1.0,7.0,654.375,6.0,1.0,0.875,1.0,2.875,0.875,2.0,3.0,1,1,1,3,1,2,3,1,2,1,2,2,1,1,1.0,0.0,1.0,2.0,0.0,2.0,3.0,1,1,1,3,1,2,3
10001871,4,1.0,0.0,12.0,3.0,55.0,55.0,0.0,2.0,2.0,645.4285714285714,6.0,0.7142857142857143,0.0,1.7142857142857142,1.7142857142857142,0.0,1.4285714285714286,1.4285714285714286,1,0,2,2,0,2,1,2,1,2,2,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,2,2,0,2,1
10001872,5,1.0,1.0,2.0,2.0,64.0,64.0,0.0,3.0,15.0,628.8571428571429,5.0,1.0,0.0,3.0,3.0,0.0,0.0,2.2857142857142856,1,0,3,3,0,0,3,1,1,1,1,1,1,2,1.0,0.0,3.0,3.0,0.0,0.0,2.0,1,0,3,3,0,0,3
10001873,1,2.0,1.0,8.0,,57.0,22.0,0.0,,,615.0,6.0,1.0,0.5,3.0,3.0,0.5,1.5,2.0,1,1,3,3,1,1,3,1,2,1,1,2,2,2,1.0,0.0,3.0,3.0,0.0,2.0,1.0,1,0,3,3,0,1,1
10001874,4,1.0,0.0,5.0,3.0,41.0,41.0,0.0,1.0,1.0,646.0,4.0,0.8333333333333334,0.6666666666666666,1.3333333333333333,3.0,0.0,1.6666666666666667,2.0,1,0,1,3,0,2,2,2,2,2,1,1,2,1,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1,0,1,3,0,2,2
10001876,3,2.0,1.0,11.0,,60.0,39.0,0.0,1.0,2.0,622.5,4.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.0,0.3333333333333333,2.0,0,0,1,1,0,0,2,2,2,1,1,1,2,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,1,2,0,0,2
10001878,1,1.0,0.0,10.0,,41.0,41.0,0.0,3.0,2.5,643.125,6.0,0.125,0.0,1.0,1.0,0.0,0.375,3.0,0,0,1,1,0,0,3,2,1,1,1,1,3,1,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,0,1,3,0,0,3
10001879,0,1.0,0.0,1.0,,47.0,47.0,0.0,3.0,15.0,653.6,5.0,0.8,0.0,2.6,2.6,0.0,0.8,2.0,1,0,3,3,0,1,2,2,1,2,2,1,2,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0,3,3,0,1,2
10001881,4,1.0,0.0,2.0,,29.0,29.0,0.0,1.0,2.0,696.0,5.0,1.0,1.0,1.5,2.0,1.0,1.5,2.0,1,1,2,3,1,1,2,1,1,2,2,1,2,1,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1,1,2,3,1,1,2
10001882,0,1.0,0.0,16.0,3.0,59.0,59.0,0.0,3.0,1.0,596.25,6.0,1.0,1.0,3.0,3.0,0.0,1.375,1.0,1,1,3,3,0,2,1,1,1,1,1,1,2,1,1.0,1.0,3.0,3.0,0.0,2.0,1.0,1,1,3,3,0,2,1
10001884,3,1.0,0.0,4.0,4.0,41.0,35.0,1.0,1.0,3.0,688.8571428571429,6.0,0.8571428571428571,0.0,1.0,1.0,0.0,0.8571428571428571,1.4285714285714286,1,0,1,1,0,1,1,2,1,1,1,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1,0,1,1,0,1,1
10001886,2,2.0,1.0,9.0,1.0,72.0,68.0,1.0,2.0,15.0,597.0,7.0,1.0,1.0,1.5,1.5,1.0,2.0,2.0,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,1,2,3,1,2,2
10001893,2,1.0,0.0,8.333333333333334,3.0,20.0,20.0,0.0,3.0,2.3333333333333335,789.6666666666666,8.666666666666666,1.0,1.0,2.3333333333333335,3.0,1.0,0.0,2.0,0,1,2,3,1,0,2,3,1,2,1,1,1,1,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0,1,2,3,1,0,2
10001894,1,1.0,0.0,8.0,3.0,20.0,20.0,0.0,3.0,1.0,701.5,5.0,2.0,0.125,1.0,2.0,0.125,3.0,3.0,2,0,1,2,0,3,3,1,2,1,1,2,1,1,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2,0,1,2,0,3,3
10001896,4,1.0,1.0,20.0,1.0,75.0,75.0,0.0,2.0,1.0,573.1666666666666,6.0,0.6666666666666666,0.16666666666666666,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,2.0,1,0,2,2,0,1,2,2,2,2,2,1,2,1,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1,0,2,2,0,1,2
10001897,1,2.0,1.0,10.0,2.0,65.0,61.0,1.0,2.0,11.0,646.0,5.0,1.0,0.0,1.6666666666666667,2.0,1.0,2.0,3.0,1,0,2,2,1,2,3,1,1,2,1,1,1,1,1.0,0.0,2.0,2.0,1.0,2.0,3.0,1,0,2,2,1,2,4
10001898,3,1.0,1.0,23.0,,26.0,26.0,0.0,3.0,3.0,562.8,4.0,0.4,0.0,3.0,3.0,0.0,0.4,2.0,0,0,3,3,0,0,2,2,1,1,1,1,2,1,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1,0,3,3,0,1,2
10001901,4,1.0,0.0,7.0,,25.0,25.0,0.0,2.0,2.0,666.7142857142857,5.0,1.7142857142857142,0.2857142857142857,1.8571428571428572,2.0,0.2857142857142857,2.0,3.5714285714285716,2,0,2,2,0,2,2,2,2,2,1,2,1,3,2.0,0.0,2.0,2.0,0.0,2.0,4.0,2,1,2,2,1,2,4
10001902,4,1.0,0.0,12.0,1.0,60.0,60.0,0.0,4.0,1.0,599.0,7.0,1.0,0.8571428571428571,4.0,3.0,1.0,2.0,4.0,1,1,4,3,1,2,4,1,2,1,1,1,1,1,1.0,0.0,4.0,3.0,1.0,2.0,4.0,1,1,4,3,1,2,4
10001904,2,1.0,0.0,6.0,,23.0,23.0,0.0,3.0,3.0,617.3333333333334,5.0,1.1666666666666667,0.0,2.6666666666666665,3.0,0.0,2.0,3.0,2,0,3,3,0,2,3,2,1,2,1,1,1,1,1.0,0.0,2.0,3.0,0.0,2.0,3.0,2,0,3,3,0,2,3
10001905,1,1.0,0.0,7.0,2.0,61.0,61.0,0.0,1.0,15.0,629.0,4.0,1.0,0.2,1.4,2.2,0.2,0.0,2.0,1,0,1,2,0,0,2,1,2,2,2,2,1,1,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1,0,1,2,0,0,2
10001906,0,1.0,0.0,13.0,3.0,29.0,29.0,0.0,1.0,2.0,705.25,5.0,1.0,0.0,1.0,1.0,0.0,2.0,2.75,1,0,1,1,0,2,3,1,1,1,1,1,1,2,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1,0,1,1,1,2,2
10001907,2,1.0,1.0,2.0,3.0,75.0,50.0,0.0,3.0,15.0,662.625,5.0,1.0,1.0,3.0,3.0,0.875,1.125,1.375,1,1,3,3,1,1,1,1,1,1,1,2,2,2,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1,1,3,3,1,1,1
10001908,0,1.0,0.0,11.0,,26.0,26.0,0.0,3.0,7.0,652.5,6.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,1,1,3,3,0,1,2,1,1,1,1,1,1,1,1.0,1.0,3.0,3.0,0.0,1.0,2.0,1,1,3,3,0,1,2
10001909,0,1.0,1.0,9.0,,30.0,30.0,0.0,2.0,7.0,573.5714285714286,6.0,1.8571428571428572,1.0,2.0,3.0,0.14285714285714285,2.857142857142857,3.0,2,1,2,3,0,3,3,2,1,1,1,2,2,1,2.0,1.0,2.0,3.0,0.0,3.0,3.0,2,1,2,3,0,3,3
10001910,2,1.0,1.0,13.0,,50.0,50.0,0.0,1.0,1.0,624.2,7.0,2.0,0.0,1.0,2.0,0.0,3.0,1.2,2,0,1,2,0,3,1,1,1,1,1,1,1,2,2.0,0.0,1.0,2.0,0.0,3.0,2.0,2,0,1,2,0,3,1
10001911,1,1.0,0.0,26.0,3.0,48.0,48.0,0.0,3.0,4.0,521.5,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,1,1,0,0,2,1,1,1,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,2,2,0,0,2
10001913,0,1.0,1.0,1.0,2.0,60.0,60.0,0.0,4.0,1.0,643.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1,1,4,3,1,1,3,1,1,1,1,1,1,1,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1,1,4,3,1,1,3
10001914,4,1.0,0.0,11.0,3.0,65.0,65.0,0.0,2.0,7.0,631.2857142857143,5.0,1.0,0.7142857142857143,2.142857142857143,2.142857142857143,1.0,2.0,2.7142857142857144,1,0,2,2,1,2,3,1,2,2,2,1,1,2,1.0,0.5,2.0,2.0,1.0,2.0,2.5,1,0,2,2,1,2,3
10001915,2,1.0,1.0,1.0,3.0,44.0,16.0,0.0,2.0,10.0,596.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1,1,2,2,1,1,4,1,1,1,1,1,1,1,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1,1,2,2,1,1,4
10001916,0,1.0,1.0,6.0,3.0,23.0,23.0,0.0,1.0,2.0,665.5,5.0,1.0,1.0,2.5,2.5,0.0,2.0,1.0,1,1,2,2,0,2,1,1,1,2,2,1,1,1,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1,1,2,2,0,2,1
10001918,1,1.0,1.0,5.0,1.0,67.0,67.0,0.0,1.0,15.0,593.0,6.0,1.0,0.0,1.0,3.0,1.0,2.0,4.0,1,0,1,3,1,2,4,1,1,1,1,1,1,1,1.0,0.0,1.0,3.0,1.0,2.0,4.0,1,0,3,3,1,2,4
10001919,1,1.0,0.0,16.0,,60.0,60.0,0.0,1.0,1.0,615.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0,1,1,2,0,0,2,1,1,1,1,1,1,1,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0,1,1,2,0,0,2
10001920,4,1.0,0.0,1.0,,46.0,42.5,0.875,2.0,2.0,652.875,7.0,1.0,0.875,2.125,3.0,0.875,2.0,1.0,1,1,2,3,1,2,1,1,2,2,1,2,1,1,1.0,0.0,3.0,3.0,0.0,2.0,1.0,1,1,2,3,0,2,1
10001921,2,1.0,1.0,14.0,,53.0,53.0,0.0,1.0,9.0,587.0,7.0,0.0,1.0,1.3333333333333333,1.3333333333333333,0.0,0.0,2.0,0,1,1,1,0,0,2,1,1,2,2,1,1,1,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0,1,1,1,0,2,2
10001922,3,1.0,1.0,11.0,3.0,37.0,37.0,0.0,3.0,6.0,643.6,5.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0,0,3,2,0,0,2,1,1,1,1,1,1,1,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0,0,3,3,0,0,2
10001923,3,1.0,0.0,9.0,4.0,31.0,31.0,0.0,1.0,1.0,694.2,5.0,1.0,1.0,2.2,2.2,1.0,1.4,1.0,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1,1,2,2,1,1,1
10001927,0,1.0,1.0,12.0,,34.0,34.0,0.0,3.0,7.0,611.2,6.0,1.0,0.6,2.6,2.6,0.6,2.0,1.0,1,1,3,3,1,2,1,1,2,2,2,2,1,1,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1,1,3,3,1,2,1
10001928,0,1.0,0.4444444444444444,14.0,,23.0,23.0,0.0,1.0,4.0,633.7777777777778,5.666666666666667,0.0,0.0,1.0,1.0,0.0,1.4444444444444444,2.0,0,0,1,1,0,2,2,1,1,1,1,1,3,1,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0,0,1,1,0,2,2
10001929,1,1.0,1.0,12.0,1.0,66.0,66.0,0.0,1.0,5.0,540.3333333333334,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0,0,2,3,0,0,2,1,1,1,1,1,1,1,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0,0,1,3,0,0,2
10001931,3,1.0,1.0,9.0,4.0,49.0,49.0,0.0,2.0,0.0,578.0,6.4,0.8,0.4,2.4,2.4,0.4,1.6,2.0,1,0,2,2,0,2,2,2,2,2,2,2,2,1,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1,0,2,2,0,2,2
10001933,1,1.0,1.0,1.0,2.0,41.0,41.0,0.0,1.0,10.0,651.125,5.0,0.875,0.0,2.75,3.0,0.0,0.875,3.0,1,0,3,3,0,1,3,2,1,2,1,1,2,1,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1,0,3,3,0,1,3
10001935,1,1.0,1.0,3.0,1.0,74.0,74.0,0.0,3.0,9.0,592.0,6.0,1.0,0.0,3.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,3.0,1,0,3,2,0,1,3,1,1,1,2,2,2,1,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1,0,3,2,0,1,3
10001936,4,1.0,0.0,13.0,4.0,56.0,56.0,0.0,3.0,5.0,639.7142857142857,4.0,1.0,1.0,3.0,3.0,1.0,1.5714285714285714,2.7142857142857144,1,1,3,3,1,2,4,1,1,1,1,1,2,3,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1,1,3,3,1,2,4
10001937,1,2.0,1.0,2.0,1.0,75.0,74.0,1.0,3.0,8.0,700.0,7.0,2.0,1.0,3.0,2.0,1.0,0.0,3.6,2,1,3,2,1,0,4,1,1,1,1,1,1,2,2.0,1.0,3.0,2.0,1.0,0.0,2.0,2,1,3,2,1,0,4
10001940,1,1.0,0.0,5.0,,42.0,42.0,0.0,2.0,3.0,671.3333333333334,7.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1,2,2,1,2,1
10001942,1,2.0,1.0,16.0,3.0,47.0,38.0,1.0,3.0,1.0,636.4285714285714,7.0,0.0,1.0,4.0,3.0,0.0,0.0,3.0,0,1,4,3,0,0,3,1,1,1,1,1,1,1,0.0,1.0,4.0,3.0,0.0,0.0,3.0,0,1,4,3,0,0,3
10001943,2,1.7777777777777777,1.0,8.0,2.0,61.0,55.0,0.7777777777777778,1.0,15.0,656.5555555555555,6.0,1.0,0.0,1.7777777777777777,2.7777777777777777,1.0,2.0,2.5555555555555554,1,0,1,3,1,2,2,1,1,3,2,1,1,2,1.0,0.0,1.0,3.0,1.0,2.0,3.0,1,0,4,3,0,2,3
10001944,0,2.0,1.0,15.0,,48.0,39.0,1.0,3.0,4.0,576.1428571428571,5.0,0.2857142857142857,0.14285714285714285,1.0,1.5714285714285714,0.14285714285714285,0.42857142857142855,1.8571428571428572,0,0,1,1,0,0,1,2,2,1,3,2,2,2,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0,0,1,1,0,0,2
10001945,2,1.0,1.0,15.0,,64.0,64.0,0.0,1.0,2.0,607.875,8.0,0.0,0.75,1.0,1.0,0.0,0.0,2.25,0,1,1,1,0,0,4,1,2,1,1,1,1,2,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0,1,1,1,0,0,2
10001946,1,1.0,0.0,8.0,3.0,26.0,26.0,0.0,1.0,1.0,689.0,5.0,1.4444444444444444,0.8888888888888888,1.2222222222222223,3.0,0.8888888888888888,2.0,1.4444444444444444,1,1,1,3,1,2,1,2,2,2,1,2,1,3,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1,1,1,3,1,2,1
10001948,2,1.0,1.0,9.0,2.0,27.0,27.0,0.0,3.0,12.0,672.2,7.0,1.0,1.0,3.0,3.0,0.0,2.0,3.2,1,1,3,3,0,2,2,1,1,1,1,1,1,2,1.0,1.0,3.0,3.0,0.0,2.0,4.0,0,0,2,3,0,0,2
10001949,1,1.0,1.0,3.0,3.0,64.0,64.0,0.0,3.0,3.0,612.2,8.0,0.6,0.0,1.0,2.0,0.0,0.6,2.0,1,0,1,2,0,1,2,2,1,1,1,1,2,1,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1,0,1,2,0,1,2
10001951,1,1.0,1.0,8.0,1.2857142857142858,48.0,48.0,0.0,4.0,15.0,686.125,5.0,1.0,1.0,4.0,3.0,1.0,0.0,2.625,1,1,4,3,1,0,3,1,1,1,1,1,1,2,1.0,1.0,4.0,3.0,1.0,0.0,2.0,1,1,4,3,1,0,3
10001953,0,1.0,1.0,2.0,1.0,48.4,48.4,0.0,3.0,10.0,635.4,6.0,1.0,1.0,3.0,3.0,0.0,2.0,3.0,1,1,3,3,0,2,3,1,1,1,1,1,1,1,1.0,1.0,3.0,3.0,0.0,2.0,3.0,1,1,3,3,0,2,3
10001955,3,2.0,1.0,5.0,1.0,37.0,35.0,1.0,2.0,13.0,604.0,6.0,1.0,0.875,1.875,1.875,0.875,2.0,3.75,1,1,2,2,1,2,4,1,2,2,2,2,1,2,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1,1,2,2,1,2,4
10001958,1,1.0,1.0,8.0,4.0,62.0,62.0,0.0,2.0,2.0,612.2,6.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2,1,3,3,1,1,4
10001960,2,1.0,1.0,11.0,,52.0,52.0,0.0,3.0,4.0,638.1428571428571,5.0,1.0,1.0,2.7142857142857144,3.0,0.0,2.0,2.0,1,1,3,3,0,2,2,1,1,2,1,1,1,1,1.0,1.0,3.0,3.0,0.0,2.0,2.0,1,1,3,3,0,2,2
10001962,0,1.0,1.0,13.0,1.0,75.0,75.0,0.0,2.0,4.0,611.625,6.0,1.25,0.75,1.875,1.0,0.0,0.875,2.875,1,1,2,1,0,1,3,3,2,2,1,1,2,3,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1,0,2,1,0,1,2
10001963,4,1.0,1.0,2.0,,41.0,41.0,0.0,3.0,15.0,678.0,7.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1,0,3,3,0,1,2,1,1,1,1,1,1,1,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1,0,3,3,0,1,2
10001965,3,1.0,1.0,1.0,3.0,39.0,39.0,0.0,2.0,7.0,602.5714285714286,7.0,0.8571428571428571,0.0,2.5714285714285716,2.5714285714285716,0.8571428571428571,0.8571428571428571,1.0,1,0,3,3,1,1,1,2,1,2,2,2,2,1,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1,0,3,3,1,1,1
10001967,0,1.0,0.0,6.0,2.0,22.0,22.0,0.0,4.0,5.0,686.875,6.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,1,0,3,3,1,1,2,1,1,1,1,1,1,1,1.0,0.0,3.0,3.0,1.0,1.0,2.0,1,0,3,3,1,1,2
10001968,3,1.0,1.0,2.0,,27.0,27.0,0.0,2.0,1.0,663.0,5.0,1.0,1.0,2.5,3.0,1.0,2.0,1.0,1,1,2,3,1,2,1,1,1,2,1,1,1,1,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1,1,2,3,1,2,1
10001969,3,1.0,0.0,11.0,,25.0,25.0,0.0,1.0,2.0,647.3333333333334,6.0,1.0,0.8888888888888888,2.111111111111111,2.111111111111111,0.8888888888888888,1.0,1.0,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1.0,0.0,3.0,3.0,0.0,1.0,1.0,1,1,2,2,1,1,1
10001970,2,1.0,0.0,15.0,3.5714285714285716,24.0,24.0,0.0,3.0,4.0,599.5714285714286,6.0,0.14285714285714285,0.14285714285714285,2.4285714285714284,2.4285714285714284,0.14285714285714285,0.2857142857142857,2.4285714285714284,0,0,3,3,0,0,3,2,2,2,2,2,2,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,3,3,0,0,3
10001972,4,1.0,0.0,10.0,3.0,24.0,24.0,0.0,2.0,2.0,719.25,6.0,1.5,0.0,2.0,2.5,0.0,2.0,3.0,1,0,2,3,0,2,3,2,1,1,2,1,1,1,2.0,0.0,2.0,2.0,0.0,2.0,3.0,1,0,2,3,1,1,3
