customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,car_vv
10001342,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,2,1,1,3,1
10001344,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,3,1,1,1,2,4,1
10001347,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,2,1,2,2,1,2,3,1
10001348,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,1,3,1
10001349,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,1,1,4,1
10001350,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,2,4,1
10001352,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,1,3,1
10001353,9,1,1,8,1,1,2,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,5,1
10001355,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,2,3,1
10001357,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,1,3,1
10001358,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,1,3,1
10001359,5,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,2,3,1
10001361,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001366,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,2.0,1.0,1,1,2,2,1,1,1,4,1
10001369,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,2,3,1
10001370,5,1,1,4,1,1,1,1,1,1,2.0,1,1,1,2.0,2.0,1,1,1,1,1,1,1,2,1
10001371,7,1,1,6,1,1,1,1,1,2,1.0,1,1,1,1.0,2.0,2,1,1,2,1,2,1,7,2
10001372,5,1,1,4,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,2,2,1,1,2,2,2,4,1
10001373,10,1,1,10,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,6,1
10001375,6,1,1,4,1,1,2,1,1,1,1.0,2,1,2,1.0,1.0,2,2,1,1,2,2,1,4,1
10001376,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001379,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,2,3,1
10001380,8,1,1,8,1,1,2,1,1,1,1.0,1,2,1,1.0,1.0,1,1,1,1,1,1,2,5,1
10001381,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,3,3,1,2,3,6,1
10001382,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,3,5,1
10001385,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,1,3,1
10001386,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,2,1,3,2,5,1
10001389,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,2,1,2,3,1
10001390,6,1,1,6,1,1,1,1,1,2,1.0,1,1,1,2.0,2.0,1,1,2,2,1,1,2,5,2
10001391,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,1,2,2,3,1
10001395,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10001396,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10001397,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,2,3,1
10001398,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,1,2,1,3,1
10001401,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,2,3,4,1
10001403,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,3,1
10001405,10,1,1,10,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,3,2,2,2,2,6,1
10001407,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001408,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,2,1
10001409,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,2,1
10001412,9,1,1,9,1,1,1,2,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,1,5,1
10001413,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,1,2,1
10001416,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,1,1,2,1,2,2,1,3,1
10001417,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001419,5,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,3,1
10001420,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,2,1
10001421,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,3,1
10001422,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,2,2,1,1,2,2,2,6,1
10001423,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,2,3,1
10001424,10,1,1,9,1,2,1,1,1,1,1.0,1,1,1,2.0,2.0,1,2,1,1,1,1,2,4,1
10001425,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,1,2,2,1
10001427,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10001428,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,2,1,3,1
10001429,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,1,3,1
10001431,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,1,5,1
10001432,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,1,1,2,6,1
10001433,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,5,1
10001434,4,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,3,1
10001435,8,1,1,8,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,1,2,1,1,2,1,1,4,2
10001436,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,1,3,1
10001439,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,6,1
10001443,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,2,2,1,3,1
10001444,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001445,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10001447,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,1,2,2,3,1
10001448,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001449,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,1,3,1
10001450,6,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001452,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,2,2,2,1,1,2,2,5,1
10001453,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,1,4,1
10001455,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,3,2,2,1,1,4,1
10001456,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,3,2,2,2,2,3,1
10001457,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,1,4,1
10001459,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,2,1
10001460,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001461,4,1,1,4,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001462,9,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,1,2,2,2,7,1
10001463,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,2,1,1,1,1,3,2,6,1
10001464,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,1,1,1,1,1,1,2,3,1
10001467,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,2,6,1
10001468,6,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10001470,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,3,1
10001472,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,2,1,2,2,1,2,5,1
10001473,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,2,3,1
10001477,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001478,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10001481,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10001486,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,2,5,1
10001488,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001490,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,1,1,6,1
10001491,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10001492,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,1,1,3,1
10001493,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,2,3,1
10001494,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,2,4,1
10001495,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,2,1
10001496,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001498,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10001499,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,2,1,2,4,1
10001500,5,1,1,5,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,2
10001501,8,1,1,6,1,1,1,1,1,3,1.0,1,1,1,1.0,1.0,2,2,2,1,2,1,1,5,3
10001503,6,1,1,6,1,1,1,1,1,1,1.0,2,1,1,1.0,1.0,1,1,2,1,2,1,2,3,1
10001506,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,3,1
10001508,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,2,2,2,1,4,1
10001510,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,2,1
10001511,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,1,2,2,1
10001512,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,2,4,1
10001514,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,2,1,5,1
10001516,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,2,4,1
10001517,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001518,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,1,1,3,1
10001519,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,1,2,2,4,1
10001520,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,2,1,1,4,1
10001522,4,1,1,4,1,1,1,1,1,1,2.0,1,1,1,2.0,2.0,1,1,1,1,1,1,1,3,1
10001524,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,1,2,2,3,1
10001526,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,2,2,1,1,3,1
10001527,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,1,3,1
10001528,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001529,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,1,3,1
10001531,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10001533,10,1,1,10,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,3,1,1,1,1,6,1
10001536,4,1,1,4,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,2,3,2
10001537,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,2,2,2,2,1,2,2,4,1
10001539,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001540,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,2,1,1,4,1
10001541,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001550,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,2,1,2,5,1
10001552,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,3,2,3,3,2,3,2,6,1
10001554,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,1,3,2,4,1
10001556,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,4,1
10001557,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,3,1,2,2,6,1
10001558,5,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,5,1
10001559,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,3,2,2,1,1,3,1
10001561,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,1,1,3,1
10001562,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,2,2,5,1
10001564,7,1,1,7,1,1,1,2,1,1,2.0,1,1,1,2.0,2.0,2,1,3,1,1,1,1,6,1
10001565,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001567,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,2,6,1
10001570,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10001571,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,3,1,2,1,1,3,1,6,1
10001572,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,2.0,3.0,1,2,2,2,1,1,2,7,1
10001573,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,3,1,2,2,1,6,1
10001574,8,1,1,8,1,1,2,1,1,1,1.0,1,2,2,1.0,1.0,2,1,2,1,1,1,2,2,1
10001576,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,2,1,1,1,5,1
10001577,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001579,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,1,2,2,2,1
10001580,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,1,1,1,1,2,4,1
10001584,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,3,2,1,1,2,3,1,4,1
10001588,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,1,3,1
10001589,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001590,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,2,2,1
10001594,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,1,3,1
10001595,2,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,1,2,1
10001596,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,2,1,1,1,1,5,1
10001598,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,1,3,1
10001599,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001601,5,1,1,4,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,3,3,2
10001602,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001604,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001605,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,1,2,1,4,1
10001607,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001608,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,3,1
10001611,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,2,5,1
10001612,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,2,6,1
10001614,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,2,1,3,5,1
10001615,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,5,1
10001616,8,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10001618,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001619,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10001621,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,2,1,2,3,1
10001623,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,2,2,1
10001624,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10001626,8,1,1,7,1,1,1,1,2,2,1.0,1,1,1,1.0,1.0,2,1,2,1,1,3,2,4,2
10001628,10,1,1,10,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,4,1
10001630,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001631,9,1,1,9,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,2,3,2,2,1,1,5,1
10001632,8,1,1,7,1,1,1,2,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,2,3,1
10001633,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,3,1
10001634,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001635,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,1,1,1,3,1
10001636,5,1,1,5,1,1,1,1,1,1,2.0,1,1,1,2.0,2.0,1,1,2,1,1,1,1,4,1
10001637,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,3,1
10001639,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,2,3,1
10001640,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001644,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,1,3,1
10001645,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10001648,7,1,1,5,1,1,1,1,1,2,2.0,1,1,1,2.0,2.0,2,1,2,1,1,3,2,5,2
10001650,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,1,7,1
10001651,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,3,1,1,2,1,2,1,5,1
10001653,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,2,1,1,3,1
10001654,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,1,1,5,1
10001655,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,3,1
10001657,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,1,1,5,1
10001660,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,2,2,1,2,1,5,1
10001661,10,1,1,10,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,2,2,1,2,2,2,2,3,2
10001662,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,2,2,4,1
10001663,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,1,2,2,2,5,1
10001666,3,1,1,2,1,1,1,1,1,1,1.0,2,2,1,1.0,1.0,1,2,2,1,2,2,2,3,1
10001667,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,4,1
10001669,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,2,2,2,1,2,2,2,5,1
10001672,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,3,2,2,2,1,5,1
10001673,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,2,1,3,1
10001674,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,2,4,1
10001675,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001676,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10001677,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,5,1
10001678,8,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,2,2,1
10001679,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10001682,8,1,1,6,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,5,1
10001683,8,1,1,8,1,1,1,1,1,1,3.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10001684,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,1,1,2,4,1
10001687,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,5,1
10001688,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,2,2,4,1
10001689,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10001690,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,1,5,1
10001691,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,3,4,1
10001692,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,3,1
10001693,3,1,1,2,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,1,2,1,3,1
10001695,6,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,2,3,4,1
10001696,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,2,1,3,6,1
10001698,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,1,2,4,1
10001702,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,2,5,1
10001704,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,3,1,1,1,1,3,1,3,1
10001705,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,1,2,2,1,2,1
10001709,6,1,1,6,1,1,1,1,1,2,1.0,1,1,1,2.0,2.0,1,1,2,1,1,1,3,3,2
10001710,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10001713,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,2,1,2,2,1,1,1,2,1
10001714,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,3,1
10001720,6,1,1,6,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,2
10001721,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10001723,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,2,2,3,1
10001724,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,2,3,1
